gid,ws_cnt,found_age_1,found_age_2,found_age_3,found_age_4,found_age_5,found_age_6,runout_cnt,smbiz_yn_cnt,rpr_per_gender_m,rpr_per_gender_f,rpr_per_age_bin_10,rpr_per_age_bin_20,rpr_per_age_bin_30to50,rpr_per_age_bin_50over,sme_loan_cnt,sme_loan_y_1,sme_loan_y_2,sme_loan_y_3,sme_loan_y_4,sme_loan_y_5,sme_loan_y_6,sales_est_amt_201703,sales_est_amt_201706,sales_est_amt_201709,sales_est_amt_201712,sales_est_amt_201803,sales_est_amt_201806,sales_est_amt_201809,sales_est_amt_201812,sales_est_amt_201903,sales_est_amt_201906,sales_est_amt_201909,sales_est_amt_201912,sales_est_amt_202003,sales_est_amt_202006,sales_est_amt_202009,age10_ratio,age20_ratio,age30_ratio,age40_ratio,age50_ratio,age60_ratio,age70_ratio,indcd_a_yn,indcd_b_yn,indcd_c_yn,indcd_d_yn,indcd_e_yn,indcd_f_yn,indcd_g_yn,indcd_h_yn,indcd_i_yn,indcd_j_yn,indcd_k_yn,indcd_l_yn,indcd_m_yn,indcd_n_yn,indcd_o_yn,indcd_p_yn,indcd_q_yn,indcd_r_yn,indcd_s_yn,indcd_t_yn,indcd_u_yn
다사76ab14bb,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,81,112,0,0,99,110,0,127,8,160,14,14,14,220,20,0,0,10,17.92,68.83,3.25,0,,,,,,,Y,,,,,,,,,,,,,,
다사76ab16bb,5,0,1,0,0,0,4,0,3,2,3,1,0,2,2,2,0,0,1,0,0,1,1698,1463,1840,1575,1240,1551,1386,1821,1353,1728,1815,1824,2010,1787,2047,0.23,6.94,15.69,27.97,29.2,5.43,1.77,,,,,,,,,Y,,,,,,,,,Y,Y,,
다사76ab17aa,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221,204,261,206,654,883,720,846,413,264,0,2.7,13.2,17,10.3,4.6,1,,,,,,,,,Y,,,,,,,,,,,,
다사76ab18ba,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,113,62,108,73,86,43,233,357,0.11,31.56,22.11,15.56,26,3.78,0.44,,,,,,,,,Y,,,,,,,,,,,,
다사76ab19bb,3,0,0,0,1,0,2,0,2,1,2,0,0,1,2,2,0,0,0,0,1,1,159,422,913,830,561,783,917,608,1034,1242,1159,1068,639,897,940,0.06,3.65,12.71,37.48,20,5,2.71,,,,,,,,,Y,,,,,,,,,,,,
다사76ab20aa,18,0,2,0,0,3,13,0,13,8,10,0,0,15,3,0,0,0,0,0,0,0,10571,12160,10288,10168,12664,11341,11151,10150,9139,8654,8565,8100,9694,9262,14950,0.1,8.91,22.35,33.37,18.94,7.44,2.88,,,,,,,Y,,Y,,,,,,,,Y,Y,Y,,
다사76ab20ab,22,1,3,0,3,3,12,0,20,7,15,0,1,18,3,3,1,0,0,0,0,2,2628,2582,2137,3308,2877,3327,3398,3408,2812,2158,2522,2784,2697,2376,2934,0.22,7.76,18.99,28.15,15.48,5.79,2.7,,,Y,,,,,Y,Y,,,,Y,,,Y,Y,Y,Y,,
다사76ab20ba,5,0,0,0,1,0,4,0,3,3,2,0,0,3,2,1,0,0,0,0,0,1,4819,5370,4405,4849,4120,4573,4441,4413,4498,5341,4876,4568,4906,4653,4469,0.07,3.62,11.92,27.05,21.47,3.11,0.99,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사76ab20bb,2,0,0,1,0,0,1,0,2,2,0,0,0,2,0,1,0,0,0,0,1,0,250,150,334,97,233,148,184,413,209,214,283,354,54,122,80,0,5.56,8.19,59,15.75,8.44,0.31,,,,,,,,Y,,,,,,,,,,,Y,,
다사76ab21aa,2,0,0,0,0,0,2,0,0,2,0,0,0,1,1,2,0,0,0,1,0,1,2056,2338,2565,2714,2183,2875,2650,3036,2211,2374,2289,2807,2305,2901,3144,0,5,14.1,19.9,15.13,6.77,1.9,,,,,,,Y,,,,,,,,,,,,,,
다사76ab21bb,5,0,0,0,1,1,3,0,5,3,2,0,0,2,3,2,0,1,0,0,0,1,427,463,566,464,469,590,866,672,731,859,852,770,938,732,909,0.14,6.34,12.84,28.34,29.31,7.14,2.16,,,,,,,Y,,Y,,,,,Y,,,,,,,
다사76ab22aa,12,0,2,2,0,1,6,1,11,6,6,0,0,9,3,3,0,0,0,2,0,1,2514,8944,8714,8225,7186,9050,7749,7177,5461,6784,5917,6594,5122,4440,4312,0.13,3.8,16.55,35.34,19.33,5.82,2.86,,,,,,,Y,,Y,,,,,,,,,Y,Y,,
다사76ab22ba,7,0,1,0,0,0,6,0,4,6,1,0,0,6,1,1,0,0,0,0,0,1,741,956,1052,985,800,1507,515,406,512,582,964,1057,1046,1233,1759,0,5.75,12.88,21.12,18.54,9.52,5.01,,,Y,,,,Y,,Y,,,,,,,,,,Y,,
다사76ab22bb,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,88,105,159,65,133,2.83,15.17,35.17,22,25,0,0,,,,,,,,,,,,,,,,,,,Y,,
다사76ab26bb,6,0,0,0,0,1,5,0,4,4,2,0,0,5,1,2,0,0,0,0,0,2,1030,1319,478,282,338,366,459,109,470,1363,92,314,1007,892,599,1.98,2.71,6.39,33.29,29.49,12.2,1.96,,,Y,,,,Y,,,,,,,,,Y,,,Y,,
다사76ab27aa,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,151,2,2,73,60,18,50,15,56,16,18,8,0,8,3,0,7.43,26.07,37.43,16.86,6.07,0,,,,,,,Y,,,,,,,,,,,,,,
다사76ab28aa,2,0,0,0,0,0,2,0,1,2,0,0,0,2,0,1,0,0,0,0,1,0,55,209,0,0,662,0,279,59,16,0,2,45,0,46,0,0,0,7.69,1.31,21.77,38.46,0,,,Y,,,,,,,,,,,Y,,,,,,,
다사76ab28ba,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,246,121,74,57,82,0,49,2,0,51,487,0,0,3.78,21.78,37.22,12.22,0,,,,,,,Y,,,,,,,,,,,,,,
다사76ab28bb,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사76ba03ab,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,61,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,,,,,,,,,Y,,,,,,,,,,,,
다사76ba11bb,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,7,0,0,33.33,16.67,33.33,0,16.67,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사76ba12aa,2,0,0,0,0,1,1,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,129,200,163,184,137,257,218,163,177,271,201,178,207,205,171,0.17,9.27,14.43,26.6,37.07,7,0.6,,,,,,,,,Y,,,,,,,,,,Y,,
다사76ba13aa,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,140,43,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,,,,,,,,,,,,Y,,,,,,,,,
다사76ba14ab,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,105,0,0,0,78,0,0,0,0,0,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사76ba14ba,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,276,316,450,372,384,308,398,259,288,272,0.5,3.5,19,28.7,20.6,6.4,0.8,,,,,,,,,Y,,,,,,,,,,,,
다사76ba16bb,3,0,1,0,1,0,1,0,3,1,2,0,0,3,0,0,0,0,0,0,0,0,35,86,0,71,124,91,109,234,133,168,104,222,185,230,226,0.25,2.8,21.85,32.2,17.95,1.65,4.65,,,,,,,Y,,Y,,,,,,,,,,,,
다사76ba17aa,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,324,532,810,396,220,705,899,373,466,446,741,185,188,298,216,0,2.53,14.93,33.13,22,4.2,5.4,,,,,,,,,Y,,,,,,,,,,,,
다사76ba17ab,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,30,36,29,7,12,27,29,13,5,11,6,11,17,40,27,1.07,31.13,28.6,19.2,14.27,0.53,0,,,,,,,,,Y,,,,,,,,,,,,
다사76ba17ba,4,0,2,0,0,0,2,0,4,2,2,0,0,3,1,3,1,0,1,1,0,0,287,164,32,20,277,19,100,28,148,56,71,158,126,543,436,0,0.58,20.91,49.64,11,6.91,0,,,,,,,Y,,Y,,,,,Y,,,,,Y,,
다사76ba17bb,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,80,0,0,0,0,0,0,50,0,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사76ba18ab,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,37,64,40,41,44,43,49,0.89,18.67,21.33,36.44,15.89,0.89,0,,,,,,,,,Y,,,,,,,,,,,,
다사76ba18ba,2,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,48,0,215,580,0,0,0,0,0,0,20,0,0,,,Y,,,,Y,,,,,,,,,,,,,,
다사76ba20bb,6,0,1,1,0,0,4,0,5,3,3,0,0,4,2,0,0,0,0,0,0,0,383,409,351,401,330,296,360,201,397,297,456,353,293,144,77,0,11.72,19.07,46.21,12.6,4.09,2.6,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사76ba21ab,5,0,0,0,0,1,4,0,3,2,3,0,0,1,4,4,1,0,0,0,1,2,4101,4300,4163,5148,5267,6901,6153,5973,5212,4893,4275,3771,4964,3834,4200,0.07,2.87,14.75,32.13,19.31,8.26,2.85,,,,,,,Y,,Y,,,,,,,,,,,,
다사76ba21bb,5,0,1,0,1,0,3,0,2,3,2,0,0,5,0,0,0,0,0,0,0,0,496,502,518,562,492,558,534,563,473,627,604,428,340,328,393,0.23,2.26,43.67,23.42,19.95,3.37,2.19,,,,,,,Y,,,,,,,,,,Y,,Y,,
다사76ba22ba,3,0,2,0,1,0,0,0,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,151,800,653,561,296,535,1329,0.15,3.85,15.46,28.46,15.54,6.08,2.15,,,,,,,Y,,Y,,,,,,,,,,,,
다사76ba22bb,9,0,0,0,4,0,5,0,5,7,2,0,0,8,1,5,1,0,0,1,1,2,2346,3084,3296,2949,2381,4368,3318,3035,1850,2785,3928,3696,3377,4422,3677,0.03,9.5,14.53,28.43,21.45,6.77,0.68,,,Y,,,,Y,,Y,,,,,,,,,,,,
다사76ba25ab,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,128,0,0,0,0,0,0,0,100,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사76ba26ba,6,0,0,1,1,0,4,0,3,4,2,0,0,4,2,4,1,0,1,2,0,0,447,54,97,103,75,229,366,150,162,86,105,199,233,170,204,0.2,8.2,16.27,16.93,17.73,15.5,0.05,,,Y,,,,Y,,,,,,,,,,,,Y,,
다사76ba28aa,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사76bb07bb,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,2570,0,29.5,38.5,12,9.5,3,1,,,,,,,,,Y,,,,,,,,,,,,
다사76bb08bb,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,104,260,216,85,33,214,185,225,88,208,290,151,106,308,245,0,1.33,5.27,13.13,19.13,13.47,4.07,,,,,,,,,Y,,,,,,,,,,,,
다사76bb11bb,2,0,0,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,894,1074,919,1040,439,557,601,1354,797,944,375,550,441,672,864,0,0.33,3.13,38.67,27.58,12,0.04,,,,,,,Y,,,,,,,,,,,,Y,,
다사76bb12aa,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,29,0,0,0,0,65,0,2,65,0,0,0,14,0,0,0,0,40,20,20,0,0,,,,,,,,,,,,,Y,,,,,,,,
다사76bb13bb,3,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,16,3,0,239,39,20,0,169,16,71,0,319,25,172,37,0,0,12.8,0,15.95,10.35,0,,,,,,,Y,,,,,,,,,,,,,,
다사76bb14ab,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3584,3702,4775,4638,4441,5599,6462,6426,5163,6176,5095,4793,4134,3471,4603,0,5,16.33,25.53,21.27,7.53,2.67,,,,,,,Y,,,,,,,,,,,,,,
다사76bb14ba,8,0,1,1,0,0,6,0,5,6,2,0,0,6,2,3,0,1,0,1,0,1,2685,2491,3192,3984,2838,2754,3285,4355,2958,4402,3150,3813,2569,3732,3251,0.34,4.47,23.28,28.01,17.53,7.24,0.82,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사76bb14bb,2,0,0,0,0,0,2,0,1,2,0,0,0,2,0,2,0,1,0,0,0,1,150,222,220,78,57,77,70,124,317,196,224,85,87,93,68,0,0.65,5.29,22.35,26.94,2.06,0.59,,,,,,,,Y,,,,,,,,,,,Y,,
다사76bb16ba,2,0,0,0,1,0,1,0,0,2,0,0,0,2,0,2,0,0,1,0,1,0,77,184,243,956,1463,1382,1657,1476,1549,1545,1860,1693,1666,1778,2108,0.19,6.67,12.96,25.33,15.52,5.89,1.74,,,,,,,Y,,Y,,,,,,,,,,,,
다사76bb16bb,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,,,,,,Y,,,,,,,,,,,,,,,
다사76bb17ab,9,0,2,1,3,0,3,0,6,3,6,0,0,9,0,5,0,0,1,2,1,1,110,175,344,787,1898,3047,1860,1724,1859,1330,2057,2501,2171,3066,2473,0.08,4.71,9.19,29.46,25.44,6.18,3.22,,,,,,,Y,,Y,,,,,,,,,Y,,,
다사76bb17ba,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,124,217,148,142,164,230,223,159,105,82,112,250,181,253,87,0,1.2,7.4,25.07,20.07,9,7.2,,,,,,,,,Y,,,,,,,,,,,,
다사76bb18ba,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,465,537,355,195,320,401,253,226,311,465,309,277,500,620,587,0.13,6.73,16,26.8,24.8,8.33,1,,,,,,,Y,,,,,,,,,,,,,,
다사76bb18bb,2,0,0,0,0,0,1,1,1,2,0,0,0,1,1,1,0,0,0,0,0,1,771,917,1018,705,846,973,839,827,874,1139,953,878,821,1436,945,0,5.63,20.63,24.56,19.56,4,1.19,,,,,,,,,Y,,,,,,,,,,,,
다사76bb19aa,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,465,126,41,0,974,83,119,52,355,93,90,0,351,68,0,0,0,0,63.58,33.75,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사76bb20bb,3,0,0,1,0,0,2,0,2,2,1,0,0,2,1,0,0,0,0,0,0,0,1037,703,1198,1211,594,853,881,1043,808,579,1513,661,737,671,450,0.03,0.55,40.29,26.06,11.13,2.97,0.13,,,,,,,Y,,,,,,,,,,Y,,,,
다사76bb21bb,2,0,0,0,1,1,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,51,187,7,55,156,44,32,62,57,77,16,250,63,168,114,4.88,2.54,33.92,37.38,12.67,1,0,,,,,,,,,Y,,,,,Y,,,,,,,
다사76bb22ba,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,5,8,8,11,24,14,24,8,14,18,5,51,12,0,38.67,5.87,10.4,41.13,3.93,0,,,,,,,Y,,,,,,,,,,,,,,
다사76bb23bb,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,64,27,0,0,0,0,40,0,0.5,4.33,3.17,20,2.33,0.5,16.67,,,,,,,Y,,,,,,,,,,,,,,
다사76bb24aa,2,0,1,0,0,0,1,0,2,1,1,0,0,2,0,1,0,1,0,0,0,0,0,237,246,99,0,520,29,478,0,155,0,139,231,823,522,0,4.08,11.25,33,16.5,18.5,8.33,,,,,,,Y,,,,,,,,,,,Y,,,
다사76bb24ba,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,Y,,,,,,,,,,,,,,,,,,
다사76bb24bb,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,134,168,16,81,526,109,33,178,49,442,227,94,65,6,0,0,29.21,15.57,8.86,1.5,1.5,,,,,,,,,,,,,,,,,,,Y,,
다사76bb25aa,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,685,438,379,360,3.6,9.8,27,44.6,9.8,1.4,0.4,,,,,,,Y,,,,,,,,,,,,,,
다사76bb25ba,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1918,486,526,918,2019,978,265,1284,2737,1821,488,2155,3267,32,90,0,0,7.6,7.67,0.47,0.13,0.4,,,,,,,Y,,,,,,,,,,,,,,
다사76bb26ab,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,462,0,0,0,19.5,24,0,56.5,0,,,,,,,Y,,,,,,,,,,,,,,
다사76bb26ba,2,0,0,0,0,2,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,384,535,493,786,552,532,950,1580,502,566,652,781,356,629,737,0,4.29,14.19,18.48,17.9,6.76,10.43,,,,,,,Y,,,,,,,,,,,,Y,,
다사76bb26bb,2,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,93,96,238,254,0,58,0,0,0,0,0,0,0,151,93,0,0,15.86,48,9,23,1,,,,,,,Y,,Y,,,,,,,,,,,,
다사77aa03aa,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,Y,,,
다사77aa07ab,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,100,0,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사77aa07ba,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,0,29.5,16,43.5,0,11,,,,,,,,,Y,,,,,,,,,,,,
다사77aa14ab,4,0,0,0,0,1,3,0,1,4,0,0,0,2,2,4,0,0,0,1,1,2,1404,1750,1678,1415,1390,1139,1235,1233,999,1093,1129,2641,2560,1789,3281,0.48,9.95,34.07,21.84,18.48,3.55,1.89,,,,,,,Y,Y,,,,,,,,,Y,,,,
다사77aa14ba,8,0,0,0,0,1,7,0,8,1,7,0,0,5,3,2,1,0,0,0,0,1,476,805,187,153,688,1296,479,340,495,1175,400,212,453,1394,535,0.02,5.94,10.89,19.13,31.4,15.81,4.34,,,,,,,Y,,,,,,,,,,,,,,
다사77aa14bb,2,0,0,0,0,0,2,0,1,2,0,0,0,1,1,1,0,1,0,0,0,0,86,0,14,66,265,0,0,322,199,91,0,168,187,0,0,0,2.64,3.64,29.18,32.45,1.91,11.18,,,,,,,Y,,,,,,,,,,,,,,
다사77aa16ba,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,222,125,212,400,175,193,187,255,258,0.5,8,15,15.4,15.6,5.2,0.2,,,,,,,,,Y,,,,,,,,,,,,
다사77aa17aa,2,1,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,7,6,0,0,25,25,0,25,0,0,0,0,0,101,0,0,0,16.67,0,0,0,0,,,Y,,,,Y,,,,,,,,,,,,,,
다사77aa17ab,3,0,0,0,0,0,3,0,1,3,0,0,0,2,1,2,0,0,0,1,0,1,393,16,40,789,0,100,209,50,56,32,587,29,8,18,1116,0,0,1.83,5.78,47.94,11.11,5.56,,,Y,,,,,,,,,,,,,,,,,,
다사77aa17ba,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,0,25,14,37.5,3.5,20.5,0,,,,,,,,,,,,,,,,,,,Y,,
다사77aa19aa,2,0,1,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,166,408,329,360,391,457,321,406,728,1840,1786,1815,1795,1961,0,23.2,34.5,23.05,7.1,1.65,0.55,,,,,,,Y,,Y,,,,,,,,,,,,
다사77aa22ab,2,0,1,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,200,234,296,376,266,387,619,236,473,759,1235,908,1076,1425,1352,0.14,4.09,16.09,26.55,22.73,9.59,2.55,,,,,,,Y,,,,,,,,,,,,,,
다사77aa23ab,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,52,185,211,188,263,331,457,125,148,121,317,306,205,462,549,0,1.67,9.13,17.27,21.13,10.8,2.33,,,,,,,,,Y,,,,,,,,,,,,
다사77aa23ba,6,0,0,1,1,0,4,0,2,5,1,0,0,4,2,1,0,0,0,0,1,0,7814,7892,7879,7158,6861,8633,9430,8733,5873,8409,7400,7684,6333,6236,6308,0.09,3.74,15.39,23.87,26.81,5.26,1.84,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사77aa23bb,11,1,1,0,0,0,9,0,8,6,5,0,0,8,3,4,0,1,1,0,0,2,2632,1786,2129,877,747,1470,835,1116,865,2205,2874,1217,1047,1247,1524,0.03,4.11,13.4,16.08,22.57,6.15,1.76,,,Y,,,,Y,Y,Y,,,,,,,,,,Y,,
다사77aa24aa,5,0,1,0,1,0,3,0,3,3,2,0,1,1,3,2,0,0,1,0,0,1,410,243,129,293,559,155,164,77,253,451,264,1039,769,708,778,0,0.54,8.16,12.64,18.5,11.12,1.6,,,Y,,,,Y,,Y,,,,,,,,,,Y,,
다사77aa24ab,11,0,1,3,1,1,5,0,3,8,3,0,1,9,1,6,0,0,0,2,1,3,2210,2555,2128,3034,2683,3182,3385,4278,2558,3285,2748,3656,2544,3037,3257,0.01,3.88,13.19,21.56,24.56,7.72,0.69,,,Y,,,,Y,Y,Y,,,,,,,,,,,,
다사77aa24ba,4,0,0,0,3,0,1,0,3,4,0,0,0,4,0,1,0,0,1,0,0,0,139,493,257,355,101,106,106,139,1683,1084,696,1077,378,7263,304,0,3.69,11.41,17.09,7.84,9.66,3.13,,,Y,,,,Y,,,,,,,,,,,,,,
다사77aa24bb,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,319,1036,3,0,0,0,0,75,0,0,,,,,,Y,,,,,,,,,,,,,,,
다사77aa26bb,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,25,17,90,19,46,0,0,0,0,0,76,24,,,,,,,Y,,,,,,,,,,,,,,
다사77aa27aa,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,17,106,418,38,38,198,282,129,101,150,83,39,391,0,4.15,4.85,29.92,12.31,6,1.46,,,,,,,Y,,,,,,,,,,,,,,
다사77aa27ba,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,290,808,145,435,0,1645,0,40.6,0,0,1.4,28.6,0,,,Y,,,,,,,,,,,,,,,,,,
다사77ab07aa,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,13,9,5,10,7,16,12,4,3,3,7,8,13,4,4,1.27,7.47,10.4,21.13,34.07,10,1.53,,,,,,,Y,,,,,,,,,,,,,,
다사77ab07ab,2,0,0,1,1,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,36,101,88,112,185,261,87,107,201,182,222,163,252,284,2.12,22.92,17.88,41.68,8.44,3.4,0.68,,,,,,,Y,,Y,,,,,,,,,,,,
다사77ab11ba,3,0,0,0,0,1,2,0,2,1,2,0,0,3,0,0,0,0,0,0,0,0,594,802,663,378,421,683,351,1052,1104,623,843,673,205,272,287,0.8,7.4,9.55,19.03,23.05,20.25,5.33,,,,,,,Y,,,,,,,,,,,,,,
다사77ab11bb,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,50,,,,,,,,,Y,,,,,,,,,,,,
다사77ab13ba,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,290,0,290,0,0,0,145,0,0,0,0,0,0,100,0,0,0,,,Y,,,,,,,,,,,,,,,,,,
다사77ab14ab,2,0,0,0,1,0,1,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,303,0,26,40,0,30,0,0,0,138,0,0,16,27,25,0,10,20,10,10,25.4,0,,,Y,,,,Y,,,,,,,,,,,,,,
다사77ab14ba,4,0,0,1,0,0,3,0,4,2,2,0,0,3,1,1,0,1,0,0,0,0,32,74,113,355,129,83,166,262,180,1343,994,517,805,380,199,0.02,5.45,16,11.31,25.92,12.76,4.65,,,Y,,,,Y,,Y,,,,,,,,,,,,
다사77ab14bb,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1091,1324,1248,1175,1263,1194,1263,1140,1079,1174,1071,903,972,875,747,1.2,18.33,24.93,26.67,16.73,2.8,0.73,,,,,,,Y,,,,,,,,,,,,,,
다사77ab16ba,2,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,215,184,169,165,443,313,144,170,237,621,554,480,413,649,595,0,1.48,7,25.86,30.81,7.29,1.05,,,,,,,Y,,Y,,,,,,,,,,,,
다사77ab17aa,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,100,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사77ab17ba,2,0,0,0,0,1,1,0,1,2,0,0,1,1,0,1,0,0,0,0,1,0,113,140,118,69,75,169,44,44,47,43,47,29,38,61,40,0.06,22.44,40.19,22.63,5.5,7.94,0,,,,,,,,,,,,,,,,,,,Y,,
